Title,Content,SKU,"Product Type",parent_id,"Regular Price",Permalink,Types,Periods,ajc_p_status,ajc_p_ringsize,ajc_p_resizeable
"Georgian 18ct Gold Guard Chain","An interesting Georgian guard or muff chain which has a three colour gold hand clasp, with shell and flower motifs. The links are unusual and are cross hatched engraved. It was made circa 1820 and is probably of Russian origin.",883C,simple,0,3750,http://www.antiquejewellerycompany.com/shop/georgian-18ct-gold-guard-chain/,Chains,"Georgian (1714-1830)",sold,,
"Victorian Diamond Crescent Brooch","Backed in 15ct gold; diamonds set in silver.<br />57 small, rose-cut diamonds - approximately 1.7cts",134C,,0,1500,http://www.antiquejewellerycompany.com/shop/victorian-diamond-crescent-brooch/,Brooches,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Opal & Diamond Late Victorian Crescent Brooch","A really good quality late Victorian opal and diamond crescent brooch. The opals are well matched and the bright old mine cut diamonds compliment them beautifully.",40C,simple,0,2250,http://www.antiquejewellerycompany.com/shop/opal-diamond-late-victorian-crescent-brooch/,Brooches,"Victorian (1839-1901)",sold,,
"Georgian Gold Hoop Earrings","Rare eighteenth century hoop earrings with small opals and a garnet in the centre - set in enamel with original fittings.",J495L,,0,675,http://www.antiquejewellerycompany.com/shop/georgian-gold-hoop-earrings/,Earrings,,sold,,c.1780
"Cut Steel & Faux Pearl Drop Earrings","A rare example of faux pearls and cut steel in great condition - beautiful Georgian design.",J572L,,0,825,http://www.antiquejewellerycompany.com/shop/cut-steel-faux-pearl-drop-earrings/,Earrings,"Georgian (1714-1830)",available,,"Georgian (1714 - 1830)"
"Amethyst Silver Drop Earrings",,J16,,0,375,http://www.antiquejewellerycompany.com/shop/amethyst-silver-drop-earrings/,Earrings,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Cut Steel Round Drop Earrings","A lovely example of Georgian cut steel - a great bold design that really stands out from the crowd.",J29L,,0,1050,http://www.antiquejewellerycompany.com/shop/cut-steel-round-drop-earrings/,Earrings,"Georgian (1714-1830)",available,,"Georgian (1714 - 1830)"
"Cut Steel Drop Earrings","Long steel cut Georgian earrings with a stylized 'S' motif - a lovely example of Georgian design.",J.,,0,825,http://www.antiquejewellerycompany.com/shop/cut-steel-drop-earrings/,Earrings,"Georgian (1714-1830)",available,,"Georgian (1714 - 1830)"
"Garnet Leaf Earrings","Beautiful low carat gold Bohemian garnet earrings in a lovely stylized leaf design.",J3,,0,525,http://www.antiquejewellerycompany.com/shop/garnet-leaf-earrings/,Earrings,"Victorian (1839-1901)",available,,"Victorian (1839 -1901)"
"Amethyst Earrings",,J17,,0,525,http://www.antiquejewellerycompany.com/shop/amethyst-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Engraved Boat Shaped Gold Victorian Earrings","Stunning Victorian gold boat shaped earrings with a delicate leaf motif engraved throughout. These are a lovely example of classic Victorian design.",J7,simple,0,450,http://www.antiquejewellerycompany.com/shop/engraved-boat-shaped-gold-victorian-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Turquoise & Pearl Gold Hoop Earrings",,J347L,simple,0,500,http://www.antiquejewellerycompany.com/shop/turquoise-pearl-gold-hoop-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Retro Diamond Drop Earrings","Very pretty Edwardian drop diamond earrings with three leaf shaped diamonds at the base. These are unusual of the period and the design compliments the beauty of these old cut stones.",J1,,0,2500,http://www.antiquejewellerycompany.com/shop/retro-diamond-drop-earrings/,Earrings,"Retro (1940s)",sold,,c.1940
"Edwardian Style Diamond Cluster Earrings",,J8,,0,1050,http://www.antiquejewellerycompany.com/shop/edwardian-style-diamond-cluster-earrings/,Earrings,"Modern (1960s onwards)",sold,,
"Pearl & Diamond Hexagonal Earrings","Pretty snowflake design with cultured pearls surrounded by diamonds.",J7L,,0,1125,http://www.antiquejewellerycompany.com/shop/pearl-diamond-hexagonal-earrings/,Earrings,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Jade & Gold Earrings","Bold 40s/50s design with nice colour Jade stones framed by 14ct Gold stylized rope motif.",J532L,,0,1125,http://www.antiquejewellerycompany.com/shop/jade-gold-earrings/,Earrings,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Coral Drop Earrings","Regency carved coral with a good colour and in good condition. Stylish and elegant this simple design compliments the lovely quality of the coral.",J496L,simple,0,875,http://www.antiquejewellerycompany.com/shop/coral-drop-earrings/,Earrings,"Georgian (1714-1830)",sold,,
"Pearl & Gold Earrings","Beautiful natural split pearls set in 18ct Gold. A lovely example of Victorian design.",J207L,simple,0,525,http://www.antiquejewellerycompany.com/shop/pearl-gold-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Emerald Gold Drop Earrings",,J18,,0,1250,http://www.antiquejewellerycompany.com/shop/emerald-gold-drop-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Coral & Diamond Flower Earrings","Pretty pale pink carved rose drop earrings with delicate diamond bows and tops. The coral is a lovely colour and has been worked with beautifully.",J587K,,0,1125,http://www.antiquejewellerycompany.com/shop/coral-diamond-flower-earrings/,Earrings,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Enamel Cherub Earrings","Lovely delicately executed Victorian enamel earrings with pearl drops and 18ct gold surround. Two cherubs are illustrated - one with a flute and the other pink roses.",J735J,,0,1650,http://www.antiquejewellerycompany.com/shop/enamel-cherub-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901), French origin"
"Victorian Gold Drop Earrings","Elegant plain gold Victorian drop earrings in a teardrop design with scroll motif top.",J204L,,0,975,http://www.antiquejewellerycompany.com/shop/victorian-gold-drop-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Natural Pearl & Ruby Drop Earrings","Natural pearl and ruby trapeze shaped yellow gold long drop earrings suspending a circular quatrefoil motif set with rubies and pearls.",J458L,simple,0,1875,http://www.antiquejewellerycompany.com/shop/natural-pearl-ruby-drop-earrings/,Earrings,"Victorian (1839-1901)",available,,
"Rose Diamond Gold Earrings",,J433L,,0,1250,http://www.antiquejewellerycompany.com/shop/rose-diamond-gold-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Sapphire & Diamond Cluster Earstuds","A pair of sapphire and diamond cluster earrings set in white gold and made in the 1940s. Theses earrings are a vibrant blue and would prove fun and easy to wear.","305L / J",simple,0,1875,http://www.antiquejewellerycompany.com/shop/sapphire-diamond-cluster-earstuds-2/,Earrings,"Retro (1940s)",available,,
"Aquamarine, Pearl & Diamond Earrings","Oval aquamarine cluster earrings interspersed with diamonds and natural pearls set in gold scroll work. The aquamarine are a stunning colour and are beautifully complimented by their diamond and pearl surround.",J80L,,0,1050,http://www.antiquejewellerycompany.com/shop/aquamarine-pearl-diamond-earrings/,Earrings,"Retro (1940s)",sold,,"Retro (1940s)"
"Engraved Victorian Gold Drop Earrings","Victorian half ball gold earrings beautifully embossed with an organic design which catches the light and sets off the gold.",J5,simple,0,675,http://www.antiquejewellerycompany.com/shop/engraved-victorian-gold-drop-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Navette Shaped Georgian Enamel Earrings","Beautiful navette shaped enamel earrings with gold rope edging and a central rose diamond. The enamel is a stunning royal blue and is complimented by the delicate gold surround.",J6,simple,0,850,http://www.antiquejewellerycompany.com/shop/navette-shaped-georgian-enamel-earrings/,Earrings,"Georgian (1714-1830)",sold,,
"Old Mine Cut Single Stone Diamond Earrings","Beautiful old mine cut diamond in a modern setting. The diamonds are 25pts each.",J123K,,0,950,http://www.antiquejewellerycompany.com/shop/old-mine-cut-single-stone-diamond-earrings/,Earrings,"Modern (1960s onwards)",sold,,"Modern (1960s onwards)"
"Whitby Jet Drop Earrings",,,,0,,http://www.antiquejewellerycompany.com/shop/whitby-jet-drop-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Red Vauxhall Glass Earrings",,J20,,0,250,http://www.antiquejewellerycompany.com/shop/red-vauxhall-glass-earrings/,Earrings,"Georgian (1714-1830)",sold,,"Georgian (1714 - 1830)"
"Amethyst Coloured Paste Earrings",,J21,,0,250,http://www.antiquejewellerycompany.com/shop/amethyst-coloured-paste-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Pink Paste & Marcasite Silver Earrings",,J22,,0,250,http://www.antiquejewellerycompany.com/shop/pink-paste-marcasite-silver-earrings/,Earrings,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Gold & Ruby Victorian Earrings","Simple Victorian disk earrings with a centered ruby in a large gold surround.",J608K,,0,675,http://www.antiquejewellerycompany.com/shop/gold-ruby-victorian-earrings/,Earrings,"Victorian (1839-1901)",available,,"Victorian (1839 -1901)"
"Carnelian Gold & Onyx Earrings with Pearl Centre","Lovely late Victorian round earrings with square inlaid cornelian and round onyx with centred pearl. These earrings go well with autumnal colours.",J335G,,0,450,http://www.antiquejewellerycompany.com/shop/carnelian-gold-onyx-earrings-with-pearl-centre/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Rock Crystal Crown Earrings","Rock crystal Victorian earrings with mother of pearl back and engraved with a barons coronet.",J82H,simple,0,550,http://www.antiquejewellerycompany.com/shop/rock-crystal-crown-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Victorian Square Gold & Pearl Earrings","Square Victorian earrings in mat gold made from four triangular pieces with a raised natural pearl in the centre.",JGH,simple,0,375,http://www.antiquejewellerycompany.com/shop/victorian-square-gold-pearl-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Gold & Ruby Disk Earrings","Small Victorian disk shaped earrings with centred rubies and a matt gold surround.",J12,,0,300,http://www.antiquejewellerycompany.com/shop/gold-ruby-disk-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Bohemian Garnet Earrings","Bohemian garnet flower shaped earrings set in very low carat gold. Made in three layers of different cut stones they make a lovely statement earring.",J324L,,0,525,http://www.antiquejewellerycompany.com/shop/bohemian-garnet-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Garnet & Diamond Stud Earrings","Cabochon cut garnet earrings shaped like a jelly mold with tiny diamonds in the centre. The garnets have a beautiful deep red hue.",J9,,0,450,http://www.antiquejewellerycompany.com/shop/garnet-diamond-stud-earrings/,Earrings,"Victorian (1839-1901)",available,,"Victorian (1839 -1901)"
"Two Colour Gold Hoop Earrings","18ct two colour gold twisted hoop earrings with the white gold in the centre, which are very similar to the Cartier earrings.",J13,simple,0,1250,http://www.antiquejewellerycompany.com/shop/two-colour-gold-hoop-earrings/,Earrings,"Modern (1960s onwards)",sold,,
"Georgian Coral Gold Earrings","Lovely delicate Georgian pineapple carved bead earrings set with small gold balls surrounded by rope detail.",J513L,,0,450,http://www.antiquejewellerycompany.com/shop/georgian-coral-gold-earrings/,Earrings,"Georgian (1714-1830)",sold,,"Georgian (1714 - 1830)"
"Victorian Citrine & Gold Earrings","Lovely bright oval citrines in a plain gold setting with delicate rope detail framing the stones.",J168L,simple,0,575,http://www.antiquejewellerycompany.com/shop/victorian-citrine-gold-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Citrine & Gold Etruscan Earrings",,J24,,0,825,http://www.antiquejewellerycompany.com/shop/citrine-gold-etruscan-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Green Garnet & Diamond Drop Earrings","<span style=""font-family: arial, helvetica, sans-serif""><span style=""font-size: small"">Beautiful demantoid (green garnet) and diamond drop earrings.<br />The demantoid is one of the most brilliant gemstones that exists, yet until recently it was little known except among collectors and gemstone lovers. Strictly speaking it is a green garnet, or rather the star of the green garnets. Not without reason does it bear a name which means 'diamond-like'. The name comes from the Dutch and makes reference to the outstanding quality of this gem, its incomparable brilliance and fire. Some gemstone lovers claim that a demantoid will continue to glow even in the shade.</span></span>",J31K,,0,1250,http://www.antiquejewellerycompany.com/shop/green-garnet-diamond-drop-earrings/,Earrings,"Art Nouveau (1890-1915)",sold,,"Art Nouveau (1890 -1915)"
"Victorian Coral Earrings","Carved coral rose drop earrings with leaf motif attributed to Castellani. The coral is worked beautifully and has a stunning colour that is complimented well by the matt gold.",J2,simple,0,1125,http://www.antiquejewellerycompany.com/shop/victorian-coral-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Gold Victorian Embossed Earrings","Gold Victorian drop earrings with an embossed organic pattern. Lovely detail with a strong statement design.",J10,simple,0,650,http://www.antiquejewellerycompany.com/shop/gold-victorian-embossed-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Amber Drop Earrings",,J24,,0,525,http://www.antiquejewellerycompany.com/shop/amber-drop-earrings/,Earrings,"Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Pearl Drop Earrings",,J25,,0,950,http://www.antiquejewellerycompany.com/shop/pearl-drop-earrings/,Earrings,"Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Enamel & Gold Flower Hoop Earrings","Pretty Art Deco hoop earrings with lovely raised blue enamel forget-me-not flowers flanked by green enamel leaves.",J697,,0,525,http://www.antiquejewellerycompany.com/shop/enamel-gold-flower-hoop-earrings/,Earrings,"Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Gold & Amethyst Earrings",,J26,,0,1250,http://www.antiquejewellerycompany.com/shop/gold-amethyst-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Onyx & Diamond Long Drop Earrings","Diamond onyx long drop earrings in the Deco style. The stones are milgrain set in 18ct white gold.",J177L,,0,2250,http://www.antiquejewellerycompany.com/shop/onyx-diamond-long-drop-earrings/,Earrings,"Modern (1960s onwards)",sold,,"Modern (1960's)"
"Engraved Gold Victorian Hoop Earrings","Victorian 15ct matt gold hoop earrings engraved with a delicate organic design. A lovely classic Victorian piece.",J228K,,0,950,http://www.antiquejewellerycompany.com/shop/engraved-gold-victorian-hoop-earrings/,Earrings,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Club Shaped Three Pearl Diamond Earrings","Three ball cultured pearl earrings in the shape of clubs with a little diamond at the bottom and another in the centre.",J530L,simple,0,400,http://www.antiquejewellerycompany.com/shop/club-shaped-three-pearl-diamond-earrings/,Earrings,"Retro (1940s)",sold,,
"Gold Rabbit Charm","Lovely little fat rabbit holding a carrot - very sweet face a very round belly.",J595L,simple,0,75,http://www.antiquejewellerycompany.com/shop/gold-rabbit-charm/,Charms,"Mid-Century (1950s)",sold,,
"Gold Boot Charm","Lovely chunky boot charm with pretty detail in the centre and heel.",J594L,,0,75,http://www.antiquejewellerycompany.com/shop/gold-boot-charm/,Charms,"Mid-Century (1950s)",available,,"Mid-century (1950s)"
"Chick Charm","A very sweet, fat little chick with an earnest expression - a lovely charm.",J592L,,0,75,http://www.antiquejewellerycompany.com/shop/chick-charm/,Charms,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Gold Pitch Fork Charm","Gold pitch fork charm with nice detail around the handle and strong flat points.",J593L,,0,65,http://www.antiquejewellerycompany.com/shop/gold-pitch-fork-charm/,Charms,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Gold Dolphin Charm","A very happy looking dolphin in the midst of a big swim! Nice weight and detail.",J590L,,0,75,http://www.antiquejewellerycompany.com/shop/gold-dolphin-charm/,Charms,"Mid-Century (1950s)",available,,"Mid-century (1950s)"
"Gold Poodle Charm","A very handsome poodle with lovely detail throughout.",J591L,simple,0,75,http://www.antiquejewellerycompany.com/shop/gold-poodle-charm/,Charms,"Mid-Century (1950s)",sold,,
"Gold Dog Charm",,J589L,,0,65,http://www.antiquejewellerycompany.com/shop/gold-dog-charm/,Charms,"Mid-Century (1950s)",available,,"Mid-century (1950s)"
"Gold Trowel Charm","Sweet little trowel charm with detail around the handle.",J596L,,0,65,http://www.antiquejewellerycompany.com/shop/gold-trowel-charm/,Charms,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Gold Genie Lamp Charm","Lovely little genie lamp charm - elegant shape and design.",J587L,,0,75,http://www.antiquejewellerycompany.com/shop/gold-genie-lamp-charm/,Charms,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Gold Pig Charm","A very fat little piggy with a lovely expression and a nice round belly!",J588L,,0,75,http://www.antiquejewellerycompany.com/shop/gold-pig-charm/,Charms,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Blue & Pink Enamel Butterfly Brooch","Pretty little butterfly brooch with a baby pink and blue enamel design. Lovely delicate detail seen in both the enamel wings and silver body.",729B/OJ,simple,0,225,http://www.antiquejewellerycompany.com/shop/blue-pink-enamel-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,
"Small Yellow Butterfly Brooch","Very pretty little pale yellow butterfly brooch with a lovely detailed body.",732B/OJ,simple,0,225,http://www.antiquejewellerycompany.com/shop/small-yellow-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,
"Orange & Green Enamel Butterfly Brooch","Lovely bright orange and green enamel butterfly with pretty stylised detail.",J865K,,0,195,http://www.antiquejewellerycompany.com/shop/orange-green-enamel-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Pale Yellow Butterfly Brooch","Lovely translucent yellow butterfly brooch with a black enamel body and delicate patterned engraving on the wings.",733B/OJ,simple,0,250,http://www.antiquejewellerycompany.com/shop/pale-yellow-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,
"Yellow Enamel Silver Gilt Butterfly Brooch","A beautiful yellow translucent enamel butterfly brooch which shows the engine turned engraving on the silver beneath the enamel. It was made in the 1950s in Norway, a country noted for it's fine enamelling work.",378L/J,,0,225,http://www.antiquejewellerycompany.com/shop/yellow-enamel-silver-gilt-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Peacock Design Butterfly Brooch","Very pretty enamel butterfly brooch with peacock feather detail - lovely use of colour here and delicate detail.",J863K,,0,265,http://www.antiquejewellerycompany.com/shop/peacock-design-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"David Andersen Butterfly Brooch","Beautiful vibrant coloured butterfly brooch made by David Andersen. Lovely colours and a great flamboyant design shown in the swirls of the butterfly antennae.",735B/OJ,simple,0,225,http://www.antiquejewellerycompany.com/shop/david-andersen-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,
"Silver Paste & Enamel Butterfly Brooch","Lovely butterfly brooch with faux pearls and crystal paste - green, white and blue enamel.",J786K,simple,0,250,http://www.antiquejewellerycompany.com/shop/silver-paste-enamel-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,
"Blue & Pale Yellow Butterfly Brooch",,B734OJ,,0,250,http://www.antiquejewellerycompany.com/shop/blue-pale-yellow-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Large Yellow Butterfly Brooch","A very pretty translucent yellow butterfly brooch. The delicate engraving shown throughout the wings contrasts well with the stylised black body.",JOB731,,0,375,http://www.antiquejewellerycompany.com/shop/large-yellow-butterfly-brooch/,Brooches,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Gold Scottish Celtic Brooch",,J330L,,0,825,http://www.antiquejewellerycompany.com/shop/gold-scottish-celtic-brooch/,Brooches,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"French 18ct & Platinum Leaf Brooch",,J12,,0,1425,http://www.antiquejewellerycompany.com/shop/french-18ct-platinum-leaf-brooch/,Brooches,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Victorian Gold Scottish Dirk",,J446L,,0,675,http://www.antiquejewellerycompany.com/shop/victorian-gold-scottish-dirk/,Brooches,"Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Circular Retro Gold Brooch",,J162L,,0,525,http://www.antiquejewellerycompany.com/shop/circular-retro-gold-brooch/,Brooches,"Retro (1940s)",available,,"Retro (1940s)"
"Gold Peacock Brooch","In general, the Peacock is representative of glory, immortality, royalty, and incorruptibility. It is a possessor of some of the most admired human characteristics and is a symbol of integrity and the beauty that can be achieved when we endeavor to better ourselves and better our lives. This is a stunning little brooch with lovely detail and design - very nicely made.",J13H,simple,0,375,http://www.antiquejewellerycompany.com/shop/gold-peacock-brooch/,Brooches,"Art Nouveau (1890-1915)",sold,,
"Siluki Double Dog Brooch","A pair of elegant finally modelled Siluki dogs with pretty ruby eyes. 18ct Gold with lovely detail that gives a feeling of movement and texture through the fur - a really stunning piece.",J455L,,0,950,http://www.antiquejewellerycompany.com/shop/siluki-double-dog-brooch/,Brooches,"Retro (1940s)",sold,,"Retro (1940s)"
"Victorian Gold Bobble Chain",,J350L,simple,0,375,http://www.antiquejewellerycompany.com/shop/victorian-gold-bobble-chain/,Chains,"Victorian (1839-1901)",sold,,
"Two Colour Gold & Platinum Chain set with Pearls","A classic two colour gold and platinum chain, of good length. It was made in the Edwardian and Art Deco period. It has a Prince of Wales twist and is interspersed with natural pearls.",J5,simple,0,1125,http://www.antiquejewellerycompany.com/shop/two-colour-gold-platinum-chain-set-with-pearls/,Chains,"Edwardian (1901-1914)",sold,,
"Georgian Snake Clasp Gold Chain","This is a short neck chain which has a snake head clasp. It was made circa 1820 and is 9ct gold.",J/J,simple,0,475,http://www.antiquejewellerycompany.com/shop/georgian-snake-clasp-gold-chain/,Chains,"Georgian (1714-1830)",sold,,
"Gold Victorian Double Sided Coffee Bean Locket","A very smart 18ct gold Victorian locket which was made circa 1880 and is as wearable now as it was then. It has two sections inside for photographs and is in very good condition.",J14,simple,0,675,http://www.antiquejewellerycompany.com/shop/gold-victorian-double-sided-coffee-bean-locket/,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,
"Gold Engraved Georgian Locket","An elegant 18ct gold Georgian locket, circa 1820.",J373L,,0,525,http://www.antiquejewellerycompany.com/shop/gold-engraved-georgian-locket/,"Lockets &amp; Pendants","Georgian (1714-1830)",sold,,"Georgian (1714 - 1830)"
"Gold Victorian Locket with Lily of The Vallery Engraving",,J15,,0,950,http://www.antiquejewellerycompany.com/shop/gold-victorian-locket-with-lily-of-the-vallery-engraving/,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Set of Six German Castle Buttons","A good set of German castle buttons, made in base metal but good quality, circa 1880.",243C,simple,0,250,http://www.antiquejewellerycompany.com/shop/set-of-six-german-castle-buttons/,Curiosities,"Victorian (1839-1901)",available,,"Victorian (1839 -1901)"
"1960s Diamond & 18ct White Gold Cufflinks","A smart pair of diamond and 18ct white gold cufflinks which were made in the 1960s. The gold has been braised on the middle sections which was the fashion at that time. The diamonds are well matched and very bright. They would make an excellent pair of dress cufflinks on a smart night out.",693Z,simple,0,1275,http://www.antiquejewellerycompany.com/shop/1960s-diamond-18ct-white-gold-cufflinks/,"Men's Jewellery>Cufflinks","Modern (1960s onwards)",sold,,
"9ct White & Yellow Gold Dress Set","A really neat set of cufflinks, 4 buttons and collar studs. It is 18ct and 9ct gold which was often the case with sets from the 1020's period. The mother of pearl centres have been fashioned to look like buttons. The original case is in good condition.",674C,,0,975,http://www.antiquejewellerycompany.com/shop/9ct-white-yellow-gold-dress-set/,"Men's Jewellery>Cufflinks|Men's Jewellery>Dress Sets","Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Cut Steel Georgian Buttons","A set of large cut steel Georgian buttons in good condition. They are two colour pinchbeck and steel which is a good contrast. They were made circa 1800. Each steel piece has been separately riveted. They are in their original case.",676C,simple,0,675,http://www.antiquejewellerycompany.com/shop/cut-steel-georgian-buttons/,Curiosities,"Georgian (1714-1830)",sold,,
"Ruby & Diamond 18ct Gold Oval Cufflinks","A good pair of Edwardian ruby and diamond cufflinks in good condition, and a very English classic style.",614C,simple,0,1050,http://www.antiquejewellerycompany.com/shop/ruby-diamond-18ct-gold-oval-cufflinks/,"Men's Jewellery>Cufflinks","Edwardian (1901-1914)",sold,,
"Neapolitan Coral Drop Earrings","A pretty pair of Neapolitan coral drop earrings made circa 1810 when coral was really popular and brought back by tourists who had done the Grand Tour. They are mounted in gold and are very pretty on the ear.",310C,,0,675,http://www.antiquejewellerycompany.com/shop/neapolitan-coral-drop-earrings/,Earrings,"Georgian (1714-1830)",sold,,"Georgian (1714 - 1830)"
"Victorian Gold Round Hook Earrings",,O17,simple,0,350,http://www.antiquejewellerycompany.com/shop/victorian-gold-round-ear-studs/,Earrings,"Victorian (1839-1901)",sold,,
"Large Neapolitan Georgian Coral Drop Earrings","A superb pair of Georgian coral drop earrings, made circa 1810 in the Grand Tour period when many English tourists went to places such as Naples to see the sights and wonders. They brought back with them trinkets which are now highly collectable. These earrings have endearing classical cameos on the top pieces, and a large faceted drop of good colour coral. They are mounted in gold.",309C,simple,0,1275,http://www.antiquejewellerycompany.com/shop/large-neapolitan-georgian-coral-drop-earrings/,Earrings,"Georgian (1714-1830)",sold,,
"Coral Button Earrings","A nice pair of coral button earrings set in 18ct gold. Perfectly plain and smart which can be worn on their own or with beads.",715A,simple,0,450,http://www.antiquejewellerycompany.com/shop/coral-button-earrings/,Earrings,"Edwardian (1901-1914)",sold,,
"Coral & Diamond Bouton Earrings","A pleasing pair of Neapolitan coral bouton earrings which would look good worn with a coral string round the neck, or just on their own. The coral beads are mounted in 18ct gold and surrounded with small rose cut diamonds.",713A,,0,1275,http://www.antiquejewellerycompany.com/shop/coral-diamond-bouton-earrings/,Earrings,"Edwardian (1901-1914)",available,,"Edwardian (1901 - 1914)"
"Georgian Carved Coral Earrings","Georgian coral earrings are fascinating as every bit of the coral pieces have been intricately carved. These earrings are no exception. They have pineapple carved top beads and the drops are minutely carved separate pieces. They were made circa 1800 and are Italiian.",38Y,simple,0,675,http://www.antiquejewellerycompany.com/shop/georgian-carved-coral-earrings/,Earrings,"Georgian (1714-1830)",sold,,
"Green Garnet Gold Earrings","A good pair of every day green garnet earrings. Green garnets (demantoids) are rare and sought after. The stones are well matched. They are probably Russian but it is hard to read the marks on the wires.",613C,,0,675,http://www.antiquejewellerycompany.com/shop/green-garnet-gold-earrings/,Earrings,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Cabochon Ruby & Diamond Drop Gold Earrings","These are an extremely striking pair of earrings. They have an Indian feel about them with the Paisley design on the top section. They are good quality with a nice cabochon ruby in the centre of each one, surrounded by small diamonds. They are in 18ct gold, which has been hammered to achieve the effect on the front.",538C,,0,1875,http://www.antiquejewellerycompany.com/shop/cabochon-ruby-diamond-drop-gold-earrings/,Earrings,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
"Sapphire & Diamond Edwardian Drop Small Earrings","A delicate small pair of sapphire and diamond drop earrings. They were made circa 1910 and are French.",O10,,0,525,http://www.antiquejewellerycompany.com/shop/sapphire-diamond-edwardian-drop-small-earrings/,Earrings,"Edwardian (1901-1914)",sold,,
"Edwardian Natural Pearl Drop Earrings","A pretty pair of screw on drop natural pearl gold earrings. They were made circa 1910.",444D,simple,0,475,http://www.antiquejewellerycompany.com/shop/edwardian-natural-pearl-drop-earrings/,Earrings,"Edwardian (1901-1914)",sold,,
"Victorian Onyx Ball Drop Earrings",,O8,simple,0,650,http://www.antiquejewellerycompany.com/shop/victorian-onyx-ball-drop-earrings/,Earrings,"Victorian (1839-1901)",sold,,
