Post ID	Product SKU	Product Title	Product Status	Product Status 2	Product URL	Product Description	Product Price	Product Regular Price	Product Sale Price	Product Stock Status	Product Image Gallery	Product Type	Product Materials	Product Period	Type	Gender	Collection
42309	71/J	18ct White Gold Ruby &amp; Diamond Three Stone Ring	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-white-gold-ruby-diamond-three-stone-ring	A classic 18ct white gold three stone ruby and diamond engagement ring. The ruby is a good deep pink to red colour and the diamonds are well matched white stones. It was made circa 1920-1930.	1500	1500	N/A 	instock	42310,44455,42313,42315,42316,42311,42312,42314	simple	precious-stones/ruby	art-deco	antique-engagement-rings	female	N/A
9544	656B/OJ	Silver & Paste Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-paste-pendant	Apretty contemporary copy of a diamond and pearl pendant, circa 1915. It is all silver, with gold terminals.	225	225	N/A	N/A	9545,9546	N/A	paste	edwardian	antique-lockets-pendants	female	N/A
9547	953A	Paste & Silver Art Deco Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/paste-silver-art-deco-pendant	An Art Deco contemporary copy of a diamond drop pendant. This is set with paste (glass) and does a good job of deceiving the eye, as to whether it is real or not!	250	250	N/A 	instock	9548,9549,9550	simple	paste/silver/metals	edwardian	antique-lockets-pendants	female	N/A
42317	72/J	Art Deco 18ct Gold , Platinum, Ruby &amp; Diamond Diamond Shaped Ring	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-gold-platinum-ruby-diamond-diamond-shaped-ring	"A very stylish Art Deco ruby and diamond ring in a diamond shaped design. The top is platinum and the shank is 18ct gold. The rubies are tear drop shapes with rose diamonds in between. The centre diamond is a transitional cut stone. The stones are set in ""millegrain"" settings. From the French word ""mille"" for a thousand, and from ""grain"" as the same meaning in English, it refers to what appears to be thousands of tiny beads upon a metal precipice or edge. Gem set rings often employ this device. It is defined as a technique where a knurling or a millegrain tool is impressed into a metal edge leaving furrows and also beads or tiny ridges of metal"	1875	1875	N/A 	instock	42318,44459,42321,42323,42324,42319,42320,42325,42322	simple	platinum/precious-stones/diamond/gold/metals/ruby	art-deco	antique-engagement-rings	female	N/A
9551	181B	Crystal Flower Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/crystal-flower-pendant	A pleasing Art and Deco pendant, with an engraved crystal of flowers, topped with marquesite ( steel pyrite) on a silver chain.	375	375	N/A	N/A	9552,9553,9554	N/A	N/A	art-deco	antique-lockets-pendants	female	N/A
9555	558Z	Edwardian platinum & Aquamarine & Diamond Drop Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-platinum-aquamarine-diamond-drop-pendant	I have always liked aquamarines. They are very pretty rather watery stones, not to be confused with blue zircons which are harsher in colour, and not nearly as desirable. This pendant is Edwardian, circa 1915. set with a large flat briollette cut aquamarine, and small diamonds.	1875	1875	N/A 	instock	9556,9557,9558	simple	precious-stones/diamond	edwardian	antique-lockets-pendants	female	N/A
42326	73/J	Edwardian 18ct Gold, Ruby &amp; Diamond Chequerboard Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-ruby-diamond-chequerboard-ring	An 18ct gold ring set with a double row of alternating rubies and diamonds in a chequerboard design. It is striking on the finger and would be ideal as an engagement or Ruby anniversary present.	1500	1500	N/A 	instock	42327,44457,42330,42333,42334,42328,42329,42332,42331	simple	precious-stones/ruby/metals/gold	edwardian	antique-engagement-rings	female	N/A
9559	246Z	Jade &amp; Diamond Drop Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/jade-diamond-drop-pendant	A good colour jade Art Deco pendant on a platinum chain. It has no flaws and is well carved.	1875	1875	N/A 	instock	9560,9561,9562	simple	jade/diamond/precious-stones	art-deco	antique-lockets-pendants	female	N/A
9563	442B	Art Deco Royal Blue & White Enamel 18ct Cufflinks	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-royal-blue-white-enamel-18ct-cufflinks	A really smart stylish pair of 18ct gold Art Deco cufflinks in great condition. Original Deco cufflinks are in demand and hard to find.	1125	1125	N/A	N/A	9564,9565,9566	N/A	enamel	art-deco	antique-cufflinks	male	N/A
9567	777D	Buddha 18ct White Enamel Cufflinks	publish	sold	https://www.antiquejewellerycompany.com/shop/buddha-18ct-white-enamel-cufflinks	I have never had a pair of Buddha gold cufflinks. These may well have been a special commission. They are late Victorian, and are 18ct gold with white enamel.	525	525	N/A 	instock	9568,9569,9570	simple	metals/enamel/gold	victorian	antique-cufflinks	male	N/A
9571	324B	Asprey Cufflinks, Buttons & Collar Studs	publish	sold	https://www.antiquejewellerycompany.com/shop/asprey-cufflinks-buttons-collar-studs	A smart set of cufflinks, buttons and collar studs, circa 1925 in their original Asprey case. They are 18ct and 9ct white and yellow gold, and set with pretty cornflower blue sapphires, set into engraved mother of pearl.	1275	1275	N/A 	instock	9572,9573,9574	N/A	N/A	art-deco	antique-cufflinks	male	dandy-man
9575	696B/OJ	Chalcedony 18ct Gold Cufflinks	publish	sold	https://www.antiquejewellerycompany.com/shop/chalcedony-18ct-gold-cufflinks	A good smart pair of chalcedony 18ct gold cufflinks. Made in France, circa 1910, when it was fashionable to have stone set cufflinks. They are a lovely blue grey colour.	975	975	N/A	N/A	9576,9577,9578	N/A	chalcedony/metals/gold	edwardian	antique-cufflinks	male	N/A
9579	20B	Art Deco Cufflinks & Studs Set in Original Case	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-cufflinks-studs-set-in-original-case	A well presented cased set of cufflinks.4 buttons and 2 collar studs.In good condition with square cut sapphires, in 18ct and 9ct and white and yellow gold.	1275	1275	N/A 	instock	9580,9581,9582	N/A	N/A	art-deco	antique-cufflinks	male	N/A
9583	408B	Cabochon Garnet 9ct Gold Cufflinks	publish	sold	https://www.antiquejewellerycompany.com/shop/cabochon-garnet-9ct-gold-cufflinks	A pleasing pair of cabochon garnet cufflinks, set in 9ct gold. Smart to wear on a white or cream shirt.	675	675	N/A	N/A	9584,9585,9586	N/A	garnet/metals/gold	modern	antique-cufflinks	male	N/A
9587	549A	Art Nouveau Plique-\xe0-Jour Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/art-nouveau-plique-a-jour-pendant	N/A	2250	2250	N/A 	instock	9588,9589,9590	simple	N/A	art-nouveau	antique-lockets-pendants	female	N/A
9591	701A	Silver Paste Art Deco Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-paste-art-deco-necklace	A smart Art Deco collar set with pastes on the alternate bars of silver. Probably a period copy of the real thing.	295	295	N/A 	instock	9592,9593,9594	N/A	paste	art-deco	antique-necklaces	female	N/A
9595	69B	Pink & White Paste Silver Drop Earrings	publish	available	https://www.antiquejewellerycompany.com/shop/pink-white-paste-silver-drop-earrings	Really pretty softly coloured pink paste drop earrings. I am pretty sure that they are late 19th century and not earlier, and are of French origin.	475	475	N/A 	instock	9596,9597,9598	simple	paste/silver/metals	victorian	antique-earrings	female	N/A
9599	370A	Art Deco Onyx &amp; Rose Diamond Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-onyx-rose-diamond-drop-earrings	A lovely pair of onyx and diamond drop earrings, typical of the Art Deco period. \xa0The onyx is faceted to reflect the light.	975	975	N/A 	instock	9600,9601,9602	simple	precious-stones/diamond/onyx	art-deco	antique-earrings	female	decodence
42368	78/J	18ct Gold &amp; Platinum, Ruby &amp; Diamond Flower Ring	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-gold-platinum-ruby-diamond-flower-ring	An unusual flower shaped ring with a central cluster of a ruby with small diamonds around it. The ruby contrasts well with the whiteness of the platinum petals. It was made circa 1940-1950.	1275	1275	N/A 	instock	42369,44456,42372,42376,42375,42370,42371,42374,42373	simple	platinum/precious-stones/diamond/gold/metals/ruby	retro	antique-dress-rings	female	N/A
9603	429B	Diamond Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-earrings	A very practical and wearable pair of double drop diamond earrings. Circa 1925, they have silver rubover settings and 18ct gold wires.	975	975	N/A	N/A	9604,9605,9606	N/A	N/A	art-deco	antique-earrings	female	N/A
9607	452B	Tiffany & Co. Aquamarine Diamond Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/tiffany-co-aquamarine-diamond-earrings	A really great pair of Tiffany platinum and earrings, set with diamonds and aquamarines. I love the design and have never come across a pair of 1960s Tiffany earrings before! They are clearly marked on the posts and the butterflies, which are all original.	2550	2550	N/A 	instock	9608,9609,9610	N/A	aquamarine/precious-stones/diamond	modern	antique-earrings	female	N/A
9611	630B/OJ	White & Green Paste Silver Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/white-green-paste-silver-brooch	A smart and period paste Art Deco brooch, which was the costume jewellery of the time, made to imitate the real thing,( set with emeralds and diamonds.) This one is in good condition. Sometimes the paste discolours over the years, but this is a good example.	375	375	N/A 	instock	9612,9613,9614	N/A	paste/silver/metals	art-deco	antique-brooches	female	N/A
9615	462B	White & Green Paste Lizard Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/white-green-paste-lizard-brooch	Fun to wear. Over the years some customers have built up a few which they wear together. These silver lizards were made to imitate and their much more expensive cousins, which were set with emeralds and diamonds.	225	225	N/A 	instock	9616,9617,9618	simple	paste/silver/metals	art-deco	antique-brooches	female	bertie-presents
42386	47/J	Art Deco Sapphire &amp; Diamond Target Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-sapphire-diamond-target-ring	A very attractive platinum, diamond and sapphire ring with an unmistakable Art Deco target design. The outside ring comprises of 22 sapphires and the inner has 22 small diamonds. It would make a stunning engagement ring.	3750	3750	N/A 	instock	42388,44609,42744,42741,42746,42747,42742,42743,42745	simple	platinum/precious-stones/diamond/metals/sapphire	art-deco	antique-engagement-rings	female	N/A
9619	841A	Lava Cameo of Bacchus	publish	available	https://www.antiquejewellerycompany.com/shop/lava-cameo-of-bacchus	This is a very fine bit of carving in lava. It would have been sold to a Grand Tour visitor, in Naples, circa 1820. Pieces such as this one come in varying qualities, and a lot have been damaged over the years as the lava is relatively soft. This has survived although the drops are missing.	1425	1425	N/A 	instock	9620,9621,9622	simple	semi-precious-stones/lava	georgian	antique-brooches	female	N/A
42389	48/J	Edwardian 18ct Gold Sapphire &amp; Diamond Oval Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-sapphire-diamond-oval-cluster-ring-2	A fine quality 18ct gold and platinum ring set with a central oval sapphire. Around it are well matched white diamonds with small sapphires in a scalloped design around the outside edge. It is beautifully made and would make a very special engagement ring. It was made circa 1910.	2950	2950	N/A 	instock	42390,44563,42617,42621,42620,42615,42616,42619,42618	simple	platinum/precious-stones/metals/gold/sapphire	edwardian	antique-engagement-rings	female	N/A
9623	651Y	Basket Brooch Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/basket-brooch-pendant	This is a typical french piece of jewellery. Dual purpose, which was often done, so it can be worn as a pendant as well as a brooch. A good weight and lovely quality. The casting was worked afterwards to highlight the detail.	1275	1275	N/A 	instock	9624,9625,9626	N/A	N/A	victorian	antique-brooches	female	N/A
42393	51/J	Edwardian 18ct Gold, Platinum, Sapphire &amp; Diamond Oval Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-sapphire-diamond-oval-cluster-ring	A very pretty 18ct gold and platinum Edwardian ring set with an oval natural sapphire surrounded by small diamonds with four larger ones in an oval shape. It was made circa 1910-1920 and would be ideal as an engagement ring.	2250	2250	N/A 	instock	42394,44565,42624,42627,42628,42622,42623,42626,42625	simple	platinum/precious-stones/diamond/gold/metals/sapphire	edwardian	antique-engagement-rings	female	N/A
9627	983A	Blue Zircon & Natural Pearl 15ct Bracelet	publish	available	https://www.antiquejewellerycompany.com/shop/aquamarine-natural-pearl-15ct-bracelet	An unusual zircon and natural split pearl bracelet, from the Edwardian period. The design is pretty and striking and the condition is excellent.	1650	1650	N/A 	instock	9628,9629,9630	simple	aquamarine/pearl/metals/gold	edwardian	antique-bracelets-bangles	female	N/A
42397	95/J	Art Deco Platinum, Sapphire &amp; Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-platinum-sapphire-diamond-ring-3	A pretty pierced work platinum Art Deco ring. It is set with an oval sapphire which is surrounded by graded white diamonds. It sits low on the finger and would make a lovely engagement ring.	1425	1425	N/A 	instock	42398,44477,42757,42760,42761,42755,42756,42759,42758	simple	platinum/precious-stones/diamond/metals/sapphire	art-deco	antique-engagement-rings	female	N/A
9631	261B	Edwardian Diamond Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-diamond-bracelet	A smart, good looking Edwardian bracelet in and great condition. Nice bright diamonds graded on either side of the central stone, set in platinum, with 18ct gold.	2500	2500	N/A 	instock	9632,9633,9634	simple	platinum/precious-stones/diamond/metals/gold	edwardian	antique-bracelets-bangles	female	N/A
42400	53/J	Edwardian 18ct Gold, Sapphire &amp; Diamond Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-sapphire-diamond-cluster-ring-5	A very attractive 18ct gold Edwardian diamond and sapphire cluster ring. The sapphire is a lovely mid to deep blue colour and is surrounded by old mine cut diamonds. It was made circa 1900-1910 and would be ideal as an engagement ring.	1875	1875	N/A 	instock	42401,44556,42639,42642,42643,42637,42638,42641,42640	simple	precious-stones/diamond/metals/gold/sapphire	edwardian	antique-engagement-rings	female	N/A
42402	54/J	Edwardian 18ct Gold, Sapphire &amp; Diamond Triple Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-sapphire-diamond-triple-cluster-ring	A good 18ct gold triple cluster diamond and sapphire ring. The sapphires are a beautiful deep blue colour, most likely from Burma. The diamonds are well matched white stones. It was made circa 1900-1910 and would be ideal as an engagement ring.	2250	2250	N/A 	instock	42403,44554,42646,42649,42650,42644,42645,42648,42647	simple	precious-stones/diamond/metals/gold/sapphire	edwardian	antique-engagement-rings	N/A	N/A
9635	72B	Blue Enamel Edwardian Dress Watch	publish	sold	https://www.antiquejewellerycompany.com/shop/blue-enamel-edwardian-dress-watch	<p>Dress watches were very popular in the Edwardian period, and this one is a pretty example. It is and enamelled in royal blue with a fleur de lys motif, and small natural pearls around the edge on both sides.</p>\r\n<p>You can either wear it with the matching bow brooch or without.</p>	975	975	N/A 	instock	9636,9637,9638	N/A	pearl/metals/enamel/gold	edwardian	antique-curiosities	female	N/A
42404	55/J	Sapphire &amp; Diamond Oval Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/sapphire-diamond-oval-cluster-ring-2	An attractive 18ct gold sapphire and diamond cluster ring. The oval Ceylon sapphire is one and a half carats and is surrounded by well matched white diamonds.	1875	1875	N/A 	instock	42405,44562,42653,42656,42657,42651,42652,42655,42654	simple	precious-stones/diamond/metals/gold/sapphire	modern	antique-engagement-rings	female	N/A
9639	338B	Cartier Brick Effect Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/cartier-brick-effect-ring	This is a comfortable and good looking ring to wear every day. The brick effect is very chic, and you have the added and cache that you are wearing a Cartier signed piece of jewellery.	950	950	N/A 	instock	9640,9641,9642	N/A	N/A	modern	antique-wedding-bands	female	bridal
42409	57/J	Victorian 18ct Gold, Sapphire &amp; Diamond Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-sapphire-diamond-cluster-ring	An attractive late Victorian 18ct gold sapphire and diamond cluster ring. It is beautifully made with well modelled shoulders. It would make a lovely engagement ring.	1500	1500	N/A 	instock	42410,44567,42668,42671,42672,42666,42667,42670,42669	simple	precious-stones/diamond/metals/gold/sapphire	victorian	antique-engagement-rings	female	N/A
9643	77B	Opal Enamel Art Nouveau Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/opal-enamel-art-nouveau-ring	An ornately enamelled opal doublet ring set with seed pearls.\r\n\r\nMade in America, around 1915, it has an intricately engraved goldwork shank. A good example of American Art Nouveau jewellery.	1425	1425	N/A 	instock	9644,9645,9646	simple	pearl/opal/metals/enamel/gold	art-nouveau	antique-dress-rings	female	N/A
42414	59/J	18ct Gold, Sapphire &amp; Diamond Hexagonal Shape Ring	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-gold-sapphire-diamond-hexagonal-shape-ring	Art Deco style 18ct white gold, sapphire and diamonds hexagonal shape ring made in London in 2009, with beautiful diamonds on shoulders. It possibly was made earlier and re-shanked, hence being assayed in London, 2009. It will make a very pretty engagement ring. 	1425	1425	N/A 	instock	42415,44577,42764,42768,42769,42762,42763,42766,42767,42765	simple	precious-stones/diamond/metals/sapphire	modern	antique-engagement-rings	female	N/A
9647	430A	Diamond & Natural Pearl Platinum Edwardian Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-natural-pearl-platinum-edwardian-pendant	N/A	2250	2250	N/A 	instock	9648,9649	simple	platinum/pearl/metals	edwardian	antique-lockets-pendants	female	N/A
42416	60/J	Edwardian 18ct Gold, Three Stone Sapphire &amp; Diamond Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-three-stone-sapphire-diamond-ring-4	A neat three stone sapphire and diamond 18ct gold ring. The sapphires are very well matched good blue stones with bright white diamonds in between. It was made circa 1900-1910.	1275	1275	N/A 	instock	42417,42682,42684,42685,42680,42681,42683	simple	precious-stones/diamond/metals/gold/sapphire	edwardian	antique-engagement-rings	N/A	N/A
9650	B419/OJ	Georgian Carved Ivory & Diamond Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-carved-ivory-diamond-pendant	<p>A beautifully carved ivory scene of a young girl and her dog. She is holding a wreath and there are two burning hearts. It is backed with royal blue glass, and surrounded by rose diamonds. It has been boxed at a later date by Tessier who retailed it in the Edwardian period.</p>	3750	3750	N/A 	instock	9651,9652,9653	N/A	precious-stones/diamond	georgian	antique-lockets-pendants	female	N/A
42420	62/J	Art Deco 18ct Gold, Platinum, Sapphire &amp; Diamond Star Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-gold-platinum-sapphire-diamond-star-ring	An original Art Deco ring set with triangular shaped sapphires interspersed with diamonds in a star shaped pattern. It is 18ct gold with a platinum top and sits low on the finger.	975	975	N/A 	instock	42421,44566,42693,42695,42696,42692,42694	simple	platinum/precious-stones/diamond/gold/metals/sapphire	art-deco	antique-engagement-rings	N/A	N/A
42422	63/J	Edwardian Three Stone Sapphire &amp; Diamond Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-three-stone-sapphire-diamond-ring	This 18ct gold ring would make an ideal engagement ring. It is set with three well matched good blue natural sapphires. In between are two diamonds on either side. It curves nicely around the finger. It was made circa 1900-1910.	1275	1275	N/A 	instock	42423,44433,42699,42703,42702,42697,42698,42701,42700	simple	precious-stones/diamond/metals/gold/sapphire	edwardian	antique-engagement-rings	female	N/A
42424	64/J	Art Deco Ceylon Sapphire &amp; Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/jart-deco-ceylon-sapphire-diamond-ring	A good looking platinum ring set with a rectangular one carat cornflower blue Ceylon sapphire. On either side are three good well matched white diamonds. It was made circa 1920-1940. 	1650	1650	N/A 	instock	42425,44476,42706,42709,42710,42704,42705,42708,42707	simple	platinum/precious-stones/diamond/metals/sapphire	art-deco	antique-engagement-rings	female	N/A
9658	895A	Peridot & Natural Pearl Drops Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/peridot-natural-pearl-drops-necklace	This lovely original necklace has survived intact. So often they are broken up and made into pairs of earrings. It looks so beautiful when worn and is typical of the Edwardian period.	2950	2950	N/A 	instock	9659,9660,9661	N/A	pearl/peridot/metals/gold	edwardian	antique-necklaces	female	N/A
42428	66/J	Edwardian 18ct Gold , Platinum, Sapphire &amp; Diamond Canted Heart Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-sapphire-diamond-canted-heart-ring	A really pretty and romantic heart shaped ring set with a pear shaped sapphire surrounded by small diamonds. The shoulders are set with rose diamonds. The shank is 18ct gold and the top is platinum. It was made circa 1900-1910.	975	975	N/A 	instock	42429,42718,42721,42722,42716,42717,42720,42719	simple	platinum/precious-stones/diamond/gold/metals/sapphire	edwardian	antique-engagement-rings	female	i-love-you
9662	143B	Georgian Rose Diamond Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-rose-diamond-necklace	This is a rare very understated necklace. It swirls around the neckline in such an entrancing way. The rose diamonds catch the light. Can you imagine a candlelit dining- room with the ladies dressed in crinolines, and wearing similar jewellery to this. The S and clasp is a later addition. It and would most probably have been attached with a ribbon at the back.	3750	3750	N/A 	instock	9663,9664,9665	N/A	precious-stones/diamond/silver/metals	georgian	antique-necklaces	female	N/A
42432	68/J	18ct Gold, Ceylon Sapphire &amp; Diamond Ring	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-gold-ceylon-sapphire-diamond-ring-4	A neat 18ct gold sapphire and diamond ring in the Art Deco style. The sapphire is a lovely cornflower blue colour and originated in Ceylon. It is complimented by a baguette diamond on either side. It would make a pretty engagement ring.	1275	1275	N/A 	instock	42433,44560,42735,42739,42740,42733,42734,42737,42738,42736	simple	precious-stones/diamond/metals/gold/sapphire	modern	antique-engagement-rings	female	N/A
9666	361B	Coral Cameo 18ct Gold Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/coral-cameo-18ct-gold-necklace	The delicate natural pearl fringe which frames the coral cameo, softens the slight heaviness that it otherwise might have. I like the effect which is why I bought the necklace. The chain is decorated all around, and the cameo is well carved.	2250	2250	N/A 	instock	9667,9668	N/A	coral/metals/gold	victorian	antique-necklaces	female	N/A
9669	936A	Victorian Winged Jockey 18ct Gold Tie Pin	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-winged-jockey-18ct-gold-tie-pin	N/A	2250	2250	N/A 	instock	9670,9671,9672	N/A	metals/gold	victorian	antique-tie-pins	male	dandy-man
9673	71B	Cartier 18ct Gold Cufflinks	publish	sold	https://www.antiquejewellerycompany.com/shop/cartier-18ct-gold-cufflinks	A really smart pair of 18ct Cartier cufflinks. They look great on and will really get you noticed, but are not too over the top. They were made in the 1970s, and have unusual pyramid design in the gold work.	1875	1875	N/A	N/A	9674,9675,9676	N/A	metals/gold	modern	antique-cufflinks	male	N/A
9677	OJ	18ct Gold Locket	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-gold-locket	N/A 	675	675	N/A	N/A	9678,9679,9680	N/A	metals/gold	victorian	antique-lockets-pendants	female	N/A
42447	1/J	Edwardian 18ct Gold &amp; Platinum, Three Stone Diamond Crossover Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-three-stone-diamond-crossover-ring-2	A pretty three stone diamond twist ring with diamond set shoulders. It has a platinum top and an 18ct gold shank and is light and delicate looking on the finger. It was made circa 1900-1910.	2250	2250	N/A 	instock	42448,44540,42772,42774,42775,42770,42771,42773	simple	platinum/precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	N/A
9681	377B	Georgian Citrine, Turquoise Gold Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-citrine-turquoise-gold-drop-earrings	An unusual pair of late Georgian earrings, with shaped citrines, and small turquoises and natural split pearls. A good combination of colours.	1125	1125	N/A	N/A	9682,9683,9684	N/A	turquoise/metals/gold/citrine	georgian	antique-earrings	female	N/A
42451	3/J	Victorian 18ct Gold, Silver, &amp; Diamond Foliate Design Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-silver-diamond-foliate-design-ring	An unusual late Victorian ring set with well matched white old mine cut diamonds in a foliate design. It is well made and looks so pretty on the finger.	2250	2250	N/A 	instock	42452,44553,42781,42780,42776,42777,42779,42778	simple	precious-stones/diamond/metals/silver/gold	victorian	antique-engagement-rings	female	N/A
9685	451B	Diamond Cluster Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-cluster-drop-earrings	A very wearable pair of late Victorian earrings, with good, bright stones.	1875	1875	N/A	N/A	9686,9687,9688	N/A	N/A	victorian	antique-earrings	female	N/A
42455	5/J	18ct Gold Diamond Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-gold-diamond-cluster-ring-3	Diamond cluster rings are always popular and this ring is a good example. The diamonds are a good bright white and well matched with a total weight of 1.50 carats. They are mounted in white gold. The shank is 18ct gold.	2950	2950	N/A 	instock	42456,44606,42934,42936,42937,42938,42932,42933,42939,42935	simple	precious-stones/diamond	mid-century	antique-engagement-rings	female	N/A
9689	784A	Aquamarine Diamond Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/aquamarine-diamond-drop-earrings	Classic and uncomplicated drop earrings set with aquamarines and diamonds, typical of the Edwardian period.	1875	1875	N/A	N/A	9690,9691,9692	N/A	precious-stones/diamond	edwardian	antique-earrings	female	N/A
9693	453B	Emerald Diamond Bow & Pear Shape Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/emerald-diamond-bow-pear-shape-drop-earrings	Emerald diamond earrings are hard to find, especially the pretty ones. These earrings are gorgeous on, and the emeralds are a good colour.	5250	5250	N/A 	instock	9694,9695,9696	simple	platinum/precious-stones/diamond/gold/metals/emerald	edwardian	antique-earrings	female	wonder-room
42463	8/J	Edwardian 18ct Gold &amp; Diamond Crossover Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-diamond-crossover-ring	A very stylish crossover ring set with old mine cut diamonds totalling one carat in weight. This type of ring was made in the early 1900s and is in the Art Nouveau style which was prevalent at the time.	2250	2250	N/A 	instock	42464,44487,42954,42956,42957,42953,42955	simple	precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	N/A
9697	111B	Diamond Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-drop-earrings-5	These earrings are relatively modern, but I liked their simplicity.	1275	1275	N/A	N/A	9698,9699,9700	N/A	platinum/precious-stones/diamond/metals	modern	antique-earrings	female	N/A
42467	10/J	Art Deco 18ct White Gold Bombe Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-white-gold-bombe-cluster-ring	A striking diamond set boat shaped ring with a central diamond surrounded by smaller diamonds in a raised bombe style. It has a ridged edge. It would make a lovely dress or engagement ring.	2250	2250	N/A 	instock	42468,42866,42868,42869,42864,42865,42867	simple	precious-stones/diamond/metals/gold	art-deco	antique-engagement-rings	female	N/A
9701	624D	Aquamarine & Natural Pearl Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/aquamarine-natural-pearl-drop-earrings	A pair of Edwardian aquamarine and natural pearl drop earrings. Each earring suspends four rubover set natural split seed pearls and a single oval cut aquamarine. Each aquamarine has a cluster of three seed pearls suspended from the bottom. 	1275	1275	N/A 	instock	9702,9703	simple	aquamarine/pearl	edwardian	antique-earrings	female	N/A
42471	12/J	French Art Deco Platinum &amp; Diamond Target Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/french-art-deco-platinum-diamond-target-ring	A fine quality Art Deco ring that was made in France circa 1920-1930. It is platinum with a central good bright white diamond that measure 75 points. It is surrounded by small white diamonds.	2250	2250	N/A 	instock	42472,42960,42963,42964,42958,42959,42962,42961	simple	platinum/precious-stones/diamond/metals	art-deco	antique-engagement-rings	female	N/A
9704	452B/OJ	Silver Victorian Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-victorian-chain	A good wearable silver chain, with inner links which is always a sign of quality. They are sprung so the outer links and will not wear so quickly.	250	250	N/A 	instock	9705,9706	simple	silver/metals	victorian	antique-chains	female	N/A
