Date,Permalink,id,Title,"Regular Price",SKU,Content,"Product Type",parent_id,Types,Periods,ajc_p_status,ajc_p_resizeable,ajc_p_ringsize
20130306,http://www.antiquejewellerycompany.com/shop/art-nouveau-gold-opal-drop-earrings/,2348,"Art Nouveau Gold Opal Drop Earrings",1125,445B,"A most unusual pair of Art Nouveau opal and gold drop earrings. The two lozenge shaped opals are well matched and are enclosed within wavy gold strands. The whole effect is really pretty and so typical of the Edwardian period.",simple,0,Earrings,"Art Nouveau (1890-1915)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/peridot-pearl-gold-drop-earrings/,2352,"Peridot & Pearl Gold Drop Earrings",1500,846B/OJ,"Pair of 15ct chased work yellow gold peridot and pearl drop earrings of foliate design made around 1880.",simple,0,Earrings,"Victorian (1839-1901)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/vintage-red-paste-leaf-brooch/,2356,"Vintage Red Paste Leaf Brooch",175,896D,"A large and very striking red paste leaf brooch which has some earrings to match which are listed in the ""Earrings"" section. It was made in the 1940s.",simple,0,Brooches,"Art Deco (1920-1935)",available,,
20130306,http://www.antiquejewellerycompany.com/shop/victorian-silver-shield-locket/,2360,"Victorian Silver Shield Locket",375,579D,"A lovely Victorian locket in great condition with a central plain shield with fine engraved detail around it.",simple,0,"Lockets &amp; Pendants","Victorian (1839-1901)",available,,
20130306,http://www.antiquejewellerycompany.com/shop/large-silver-victorian-garter-locket/,2365,"Large Silver Victorian Garter Locket",525,830B/OJ,,simple,0,"Lockets &amp; Pendants","Victorian (1839-1901)",available,,
20130306,http://www.antiquejewellerycompany.com/shop/victorian-silver-gold-overlay-knight-locket/,2370,"Victorian Silver & Gold Overlay Knight Locket",375,835B/OJ,,simple,0,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/silver-gold-wide-overlay-victorian-bangle/,2375,"Silver & Gold Wide Overlay Victorian Bangle",675,878D,"A really stylish example of a Victorian Silver bangle with gold overlay flowers. It is wide and was made circa 1880.",simple,0,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/hans-hansen-silver-scale-bracelet/,2380,"Hans Hansen Silver Scale Bracelet",675,142D,,simple,0,"Bracelets &amp; Bangles","Retro (1940s)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/art-deco-marcasite-amanazite-necklace/,2387,"Art Deco Marcasite & Amanazite Necklace",525,350D,,,0,Necklaces,"Art Deco (1920-1935)",sold,"Art Deco (1920 - 1935)",
20130306,http://www.antiquejewellerycompany.com/shop/edwardian-multi-gemstone-bracelet/,2391,"Edwardian Multi Gemstone Bracelet",1500,963C,"A beautiful bracelet which is multi-gemstones surrounded by diamonds. It was made circa 1910 and looks very pretty on the wrist. The gemstones are a pink and blue sapphire, ruby, topaz, green tourmaline and a cat's eye. It is 14ct gold.",simple,0,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/theodore-fahrner-turquoise-marcasite-silver-earrings/,2398,"Theodor Fahrner Turquoise & Marcasite Silver Earrings",425,569D,"A good stylish pair of silver, marcasite and turquoise earrings made in the 1920s by the German designer Theodor Fahrner. His pieces are always sought after as they are great designs and reflected the 1920s and 30's style so well.",simple,0,Earrings,"Art Deco (1920-1935)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/victorian-15ct-gold-pearl-set-drop-earrings/,2403,"Victorian 15ct Gold Pearl Set Drop Earrings",975,467D,"These earrings are in mint condition. They were made circa 1870 and are 15ct gold and each one is set with a natural split pearl. Everything about them is just what an antique jewellery dealer looks for."" Quality"".",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130306,http://www.antiquejewellerycompany.com/shop/silver-enamel-bracelet/,2408,"Silver & Enamel Bracelet",325,29D,"An interesting red and blue enamelled silver bracelet which is very sculptural in it's design. It was made in the 1970s.",,0,"Bracelets &amp; Bangles","Modern (1960s onwards)",available,"Modern (1960s onwards)",
20130306,http://www.antiquejewellerycompany.com/shop/silver-marcasite-art-deco-articulated-necklace/,2415,"Silver & Marcasite Art Deco Articulated Necklace",450,895D,,simple,0,Necklaces,"Art Deco (1920-1935)",sold,,
20130306,http://www.antiquejewellerycompany.com/shop/victorian-silver-gilt-citrine-brooch/,2421,"Victorian Silver Gilt Citrine Brooch",525,540D,,,0,Brooches,"Victorian (1839-1901)",available,"Victorian (1839 -1901)",
20130306,http://www.antiquejewellerycompany.com/shop/diamond-emerald-sapphire-art-deco-platinum-brooch/,2427,"Diamond, Emerald & Sapphire Art Deco Platinum Brooch",3500,882D,"A wonderful example of an Art Deco diamond, emerald and sapphire brooch. The stones are stunning quality - a really striking piece of jewellery. It is unusual to get coloured stones in brooches such as this one as they are normally all diamonds.",simple,0,Brooches,"Art Deco (1920-1935)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/rare-berlin-iron-bracelet/,2432,"Rare Berlin Iron Bracelet",3800,9Z,,simple,0,"Bracelets &amp; Bangles","Georgian (1714-1830)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/small-gold-masonic-ball/,2438,"Small Gold Masonic Ball",450,869D,"This is unusual because it is a small one and is well made. All the hinged pieces open separately to form a cross. The segments are engraved inside with various Masonic symbols. It is 9ct gold with silver gilt inside and was made circa 1910-20.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/large-gold-masonic-ball/,2443,"Large Gold Masonic Ball",675,855D,"This Masonic ball is unusual because it has been engraved on the outside. They are normally plain. It was made circa 1910-20 and has hinges which open separately to form a cross. The later examples do not do this. It is 9ct gold with silver gilt inside.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/art-deco-diamond-watch-on-strap/,2450,"Art Deco Diamond Watch on Strap",1750,883D,"A good looking Art Deco diamond watch which has good bright diamonds set in 18ct white gold.",simple,0,Curiosities>Watches,"Art Deco (1920-1935)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/blister-pearl-silver-marcasite-crossover-link-bracelet/,2455,"Blister Pearl, Silver & Marcasite Crossover Link Bracelet",375,845D,,,0,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,"Edwardian (1901 - 1914)",
20130226,http://www.antiquejewellerycompany.com/shop/silver-gilt-collar-by-lapponia/,2458,"Silver Gilt Collar by Lapponia",975,850D,"This is a great silver collar by Lapponia who made really well designed pieces of jewellery. It sits beautifully on the neck as it is articulated. It was made in the 1970s.",simple,0,Necklaces,"Modern (1960s onwards)",available,,
20130226,http://www.antiquejewellerycompany.com/shop/foiled-topaz-garnet-green-paste-enamel-pendant/,2465,"Foiled Topaz, Garnet, Green Paste & Enamel Pendant",,O/O,,simple,0,"Lockets &amp; Pendants","Georgian (1714-1830)",sold|sold,,
20130226,http://www.antiquejewellerycompany.com/shop/victorian-blue-enamel-diamond-heart-drop-earrings/,2470,"Victorian Blue Enamel Diamond Heart Drop Earrings",1250,841D,"A really unusual pair of Victorian 18ct gold earrings with locket backs. They are Royal blue enamel set with small rose diamonds. They were made circa 1880.",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130226,http://www.antiquejewellerycompany.com/shop/diamond-flowerhead-cluster-earstuds/,2474,"Diamond Flowerhead Cluster Earstuds",1500,790D,"A delightful pair of millegrain set diamond flowerhead cluster earrings, made around 1980.",simple,0,Earrings,"Modern (1960s onwards)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/diamond-double-cluster-crossover-flowerhead-ring/,2480,"Diamond Double Cluster Crossover Flowerhead Ring",525,249D,"This is a small and delicate look. The two diamond set flower clusters are set in platinum and the shank is 18ct gold. It was made circa 1910.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,"Edwardian (1901 - 1914)","UK L, US 5 ¾, French 51, Japanese 10 ½"
20130226,http://www.antiquejewellerycompany.com/shop/victorian-garnet-15ct-leaf-drop-gold-earrings/,2487,"Victorian Garnet 15ct Leaf Drop Gold Earrings",1875,857D,"A good pair of early Victorian gold earrings which are in a leaf and swirl design, and are set with almandine garnets. They are in excellent condition.",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130226,http://www.antiquejewellerycompany.com/shop/victorian-garnet-crystal-15ct-gold-teardrop-earrings/,2491,"Victorian Garnet & Crystal 15ct Gold Teardrop Earrings",1125,859D,"A good pair of Victorian 15ct gold earrings which were made circa 1860. They are set with almandine garnets and rock crystal which displays a slight blue colour. The gold has been intricately engraved.",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130226,http://www.antiquejewellerycompany.com/shop/victorian-garnet-crystal-15ct-gold-drop-earrings/,2495,"Victorian Garnet & Crystal 15ct Gold Drop Earrings",1500,858D,"A good pair of 15ct gold drop Victorian earrings. They are set with almandine garnets and rock crystal, and have applied Etruscan gold work. There was a great vogue in the 1870s for anything classical hence the return to early Etruscan jewellery.",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130226,http://www.antiquejewellerycompany.com/shop/peridot-ruby-9ct-gold-edwardian-bracelet/,2504,"Peridot & Ruby 9ct Gold Edwardian Bracelet",975,626D,"A yellow gold bracelet of open scrollwork design set with a combination of peridot and rubies. It was made circa 1910 and is very light and pretty in the true Edwardian style.",simple,0,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/9ct-rose-gold-gate-bracelet/,2508,"9ct Rose Gold Gate Bracelet",675,836D,"A good quality 9ct gold articulated gate bracelet with quatrefoil motifs and a heart shaped padlock clasp.  It was made circa 1910-1920.  It is a very charming, wearable piece.",simple,0,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/9ct-gold-heart-shaped-locket/,2512,"9ct Gold Heart-Shaped Locket",375,231E,"A very pretty large heart-shaped locket which would make the perfect present to mark any occasion. It is 9ct back and front which means the inner rims are base metal and the rest is 9ct gold. It is set with red and white paste in a flower motif.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/theodor-farhner-amethyst-marcasite-silver-brooch/,2516,"Theodor Farhner Amethyst, Marcasite & Silver Brooch",,,"A classic Theodor Farhner stylised flower brooch which is centrally set with an amethyst surrounded by small marcesites. The outer petals have applied silver wirework. It was made in the 1920-1930s.",simple,0,Brooches,"Art Deco (1920-1935)",sold,,
20130226,http://www.antiquejewellerycompany.com/shop/french-18ct-gold-double-crested-signet-ring/,2521,"French 18ct Gold Double Crested Signet Ring",975,888D,"This is an unusual signet ring because it has a double crest. It was probably made to commemorate a marriage between two families, the nine points on the crown signify that it was a French Count.",,0,"Seals &amp; Signet Rings","Victorian (1839-1901)",sold,"Victorian (1839 -1901)","UK J ½, US 5, French, 49, Japanese 9"
20130226,http://www.antiquejewellerycompany.com/shop/15ct-gold-regency-emerald-natural-split-pearl-ruby-cluster-ring/,2526,"15ct Gold Regency Emerald, Natural Split Pearl & Ruby Cluster Ring",975,696D,"A really lovely 15ct gold Regency ring set with four small rubies with four natural split pearls and four smaller ones. In the centre is an emerald. The ring is of quatrefoil design with lovely repousse foliate work in the shoulders. It was made circa 1800-1820.",simple,0,Rings,"Georgian (1714-1830)",available,1,"UK J, US 4 ¾, French 48, Japanese 8 ½"
20130226,http://www.antiquejewellerycompany.com/shop/large-amethyst-diamond-oval-cluster-ring/,2532,"Large Amethyst & Diamond Oval Cluster Ring",1950,42E,"A large 18ct white gold amethyst and diamond cluster ring made around 1950-1960. A good looking ring with wow factor.",simple,0,"Rings>Dress Rings","Mid-Century (1950s)",sold,1,"UK O, US 7, French 55 ¼, Japanese 14"
20130226,http://www.antiquejewellerycompany.com/shop/art-deco-black-opal-diamond-sapphire-ring/,2538,"Art Deco Black Opal, Diamond & Sapphire Ring",1850,886D,"This is a really pretty Art Deco ring. The central opal displays a lot of red with green and blue flashes, it is flanked by calibre sapphires and small diamonds which are mounted in platinum. These rings are very hard to find.",,0,"Rings>Dress Rings","Art Deco (1920-1935)",sold,"Art Deco (1920 - 1935)","UK N ½, US 6 ¾, French 54 ¾, Japanese 13 ½"
20130226,http://www.antiquejewellerycompany.com/shop/art-deco-black-opal-diamond-ring/,2545,"Art Deco Black Opal & Diamond Ring",2500,887D,"This is a beautifully made Art Deco ring. It is set with a very good black opal which displays predominantly green and blue flashes. It is flanked by two diamonds and is in very good condition.",simple,0,"Rings>Dress Rings","Art Deco (1920-1935)",sold,,"UK H ½, US 4, French 46 ½, Japanese 7"
20130220,http://www.antiquejewellerycompany.com/shop/9ct-gold-edwardian-open-link-chain/,2552,"9ct Gold Edwardian Open Link Chain",420,871D,"A useful medium length chain which is 9ct gold and was made circa 1910-20.",simple,0,Chains,"Edwardian (1901-1914)",sold,,
20130220,http://www.antiquejewellerycompany.com/shop/white-gold-amethyst-natural-pearl-bracelet/,2556,"White Gold Amethyst & Natural Pearl Bracelet",975,856D,"A pretty and delicate white gold bracelet which has been set with square cut amethysts interspersed with natural pearls. It was made circa 1910.",simple,0,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,,
20130220,http://www.antiquejewellerycompany.com/shop/large-labradorite-bug-brooch/,2559,"Large Labradorite Bug Brooch",2250,723C,"This is a fantastic piece of labradorite which has been carved in to a scarab. It is large and as such a really good piece of jewellery as labradorite is highly collected. One normally finds smaller carved pieces which were made in to stickpins. The eyes are small rubies. The Lore of the Inuit peoples claim Labradorite fell from the frozen fire of the Aurora Borealis, an ordinary stone that transforms to the extraordinary, shimmering in a mystical light that separates the waking world from unseen realms. It is, in every sense, a Stone of Magic, a crystal of shamans, diviners, healers, and all who travel and embrace the universe seeking knowledge and guidance. Perhaps that is why the maker of this piece chose the stone to depict an Egyptian scarab in the wake of the Tutankhamun discovery in the 1920s.",,0,Brooches,"Art Deco (1920-1935)",sold,"Art Deco (1920 - 1935)",
20130220,http://www.antiquejewellerycompany.com/shop/scottish-victorian-18ct-gold-diamond-clan-brooch/,2565,"Scottish Victorian 18ct Gold & Diamond Clan Brooch",1975,851D,"A rare Scottish clan brooch which is 18ct gold and set with diamonds. It was obviously a special commission for the family and has been beautifully made and bears the family motto 'This I'll defend'.",simple,0,Brooches,"Victorian (1839-1901)",available,,
20130220,http://www.antiquejewellerycompany.com/shop/faceted-citrine-edwardian-silver-cufflinks/,2571,"Faceted Citrine Edwardian Silver Cufflinks",250,854D,"A smart pair of citrine cufflinks. The citrines have been faceted and set in silver mounts with connecting chains. They were made circa 1910.",,0,"Men's Jewellery>Cufflinks","Edwardian (1901-1914)",sold,"Edwardian (1901 - 1914)",
20130220,http://www.antiquejewellerycompany.com/shop/natural-pearl-diamond-earrings-set-in-yellow-gold/,2574,"Natural Pearl & Diamond Earrings Set in Yellow Gold",1425,875D,"A really pretty pair of natural pearl and diamond earrings. They were made in the Edwardian period, circa 1910. They are set with old mine cut diamonds and rose diamonds.",,0,Earrings,"Edwardian (1901-1914)",sold,"Edwardian (1901 - 1914)",
20130220,http://www.antiquejewellerycompany.com/shop/opal-9ct-gold-drop-earrings/,2579,"Opal 9ct Gold Drop Earrings",675,863D,"A useful pair of opal drop earrings which were made circa 1910. Opal earrings are hard to find and this pair has well matched opals.",simple,0,Earrings,,sold,,
20130220,http://www.antiquejewellerycompany.com/shop/yellow-gold-pearl-shell-earstuds/,2582,"Yellow Gold & Pearl Shell Earstuds",375,872D,"Shell earrings are always popular. They look good on the ear and are ideal every day earrings. This pair is 9ct gold with two matching pearls. They were made in the 1950s.",simple,0,Earrings,"Mid-Century (1950s)",sold,,
20130220,http://www.antiquejewellerycompany.com/shop/18ct-gold-victorian-oval-engraved-locket/,2585,"18ct Gold Victorian Oval Engraved Locket",1275,852D,"<p>A beautiful Victorian locket which is in excellent condition. It has a solid good quality feel and is chased on both sides with interlacing ribbons and flowers. Inside it has two sections for photographs. It was made circa 1870.</p>
",simple,0,"Lockets &amp; Pendants","Victorian (1839-1901)",available,,
20130220,http://www.antiquejewellerycompany.com/shop/15ct-gold-victorian-large-oval-locket/,2589,"15ct Gold Victorian Large Oval Locket",1425,853D,"A large 15ct gold locket which is engraved with birds in a pastoral scene on one side, and plain on the other. It has two compartments inside for photographs. It is in very good condition and was made circa 1880.",simple,0,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,
20130220,http://www.antiquejewellerycompany.com/shop/victorian-carnelian-15ct-gold-signet-ring/,2594,"Victorian Carnelian 15ct Gold Signet Ring",475,867D,"This signet ring is in good condition and can be engraved with a crest or initials or just left as it is. It is hallmarked 15ct gold and was made in the late Victorian period.",,0,"Seals &amp; Signet Rings","Victorian (1839-1901)",sold,"Victorian (1839 -1901)","UK N ½, US 6 ¾, French 54 ¾, Japanese 13 ½"
20130220,http://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-bloodstone-horse-head-signet-ring/,2600,"Victorian 18ct Gold & Bloodstone Horse Head Signet Ring",975,627D,"This is a good signet ring. It was made circa 1870 and has a horse's head intaglio on the oval bloodstone. It is 18ct gold and in good condition.",,0,"Seals &amp; Signet Rings","Victorian (1839-1901)",sold,"Victorian (1839 -1901)","UK S, US 9 ¼, French 60, Japanese 18 ½"
20130220,http://www.antiquejewellerycompany.com/shop/art-deco-single-stone-diamond-ring-set-in-18ct-yellow-gold/,2603,"Art Deco Single Stone Diamond Ring Set in 18ct Yellow Gold",1275,868D,"Would make a good engagement ring. The diamond is a good colour with lots of life. It was made around 1920-30 and is 18ct gold with a platinum top.",simple,0,"Rings>Engagement Rings","Art Deco (1920-1935)",sold,"Art Deco (1920 - 1935)","UK M ½, US 6 ¼, French 53 ¼, Japanese 12 ½"
20130220,http://www.antiquejewellerycompany.com/shop/single-stone-diamond-yellow-gold-solitaire-ring-of-geometric-design/,2609,"Single Stone Diamond Yellow Gold Solitaire Ring of Geometric Design",975,866D,"An unusual solitaire diamond ring which has pierced 18ct gold shoulders. It was made circa 1900-1910.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,,"UK L ½, US 5 ¾, French 52 ¼, Japanese 11 ½"
20130220,http://www.antiquejewellerycompany.com/shop/edwardian-five-stone-diamond-ring/,2615,"Edwardian Five Stone Diamond Ring",1275,870D,"A five stone diamond ring set with graduated old mine cut diamonds in a platinum and 18ct gold shank. It was made around 1910 and would be ideal as an engagement ring.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,1,"UK Q, US 8, French 57 ¾, Japanese 16"
20130220,http://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-ruby-diamond-triple-cluster-ring-2/,2621,"Edwardian 18ct Gold Ruby & Diamond Triple Cluster Ring",1500,860D,"An 18ct gold Ruby and Diamond triple cluster in good condition. The old mine cut diamonds sit beautifully next to the well matched rubies. It was made around 1900-1910. At present the ring is large but can easily be re sized.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",available,1,"UK U, US 10¼, French 62, Japanese 21"
20130220,http://www.antiquejewellerycompany.com/shop/art-deco-single-stone-jade-ring-with-diamond-detail/,2626,"Art Deco Single Stone Jade Ring with Diamond Detail",975,861D,"A lovely Art Deco jade and diamond ring which was made circa 1920-30.
It is 18ct gold with platinum sides set with small diamonds.",simple,0,"Rings>Dress Rings","Art Deco (1920-1935)",sold,1,"UK P, US 7 ½, French 56 ½, Japanese 15"
20130220,http://www.antiquejewellerycompany.com/shop/georgian-15ct-gold-topaz-ring/,2631,"Georgian 15ct Gold & Topaz Ring",975,862D,"A lovely Georgian gold ring which has been set with a topaz. Topaz was much favoured by the Georgians and is sought after today. It is a precious stone, and has a greater refraction than its poor cousin the citrine.",simple,0,"Rings>Dress Rings|Rings>Engagement Rings","Georgian (1714-1830)",sold,1,"UK Q, US 8, French 57 ¾, Japanese 16"
20130218,http://www.antiquejewellerycompany.com/shop/georgian-silver-vinaigrette/,2636,"Georgian Silver Vinaigrette",375,812D,"A charming small silver Georgian vinaigrette which would be ideal for a collector or as a present. It has the original grille inside.",simple,0,Curiosities,"Georgian (1714-1830)",sold,,
20130218,http://www.antiquejewellerycompany.com/shop/georgian-silver-engraved-repousse-vinaigrette/,2642,"Georgian Silver Engraved & Repousse Vinaigrette",475,815D,"A lovely Georgian vinaigrette with a very finely engraved grille. Ideal as a present and a good collector's piece.",simple,0,Curiosities,"Georgian (1714-1830)",sold,,
20130218,http://www.antiquejewellerycompany.com/shop/georgian-silver-engraved-vinaigrette/,2648,"Georgian Silver Engraved Vinaigrette",375,813D,"A charming small silver Georgian vinaigrette with a bag motif with initials AB engraved
It has the original grille inside.",simple,0,Curiosities,"Georgian (1714-1830)",sold,,
20130218,http://www.antiquejewellerycompany.com/shop/georgian-silver-bright-cut-engraved-vinaigrette/,2655,"Georgian Silver Bright Cut Engraved Vinaigrette",375,814D,"Another small Georgian silver vinaigrette! This collection came privately. Each one of the four vinaigrettes are different and charming in their own way. This one has a criss cross design on one side and leaves on the other.",simple,0,Curiosities,"Georgian (1714-1830)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/silver-enamel-cufflinks-by-asprey/,2662,"Silver & Enamel Cufflinks by Asprey",375,792D,"A good quality pair of cufflinks which are quite solid and well enamelled in Royal blue and green. They were retailed by Asprey in the 1970s.",,0,"Men's Jewellery>Cufflinks","Modern (1960s onwards)",sold,"Modern (1960s onwards)",
20130217,http://www.antiquejewellerycompany.com/shop/onyx-9ct-18ct-gold-cufflinks-studs-in-original-case/,2666,"Onyx 9ct & 18ct Gold Cufflinks & Studs in Original Case",750,805D,"A well presented set of cufflinks and studs which are two colour gold, 9ct and 18ct. Each one is set with onyx in a hexagonal shape and a button style centre. It was made in the 1920s and is contained in the original case.",simple,0,"Men's Jewellery>Cufflinks|Men's Jewellery>Dress Sets","Art Deco (1920-1935)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/two-colour-blue-enamel-gold-oval-cufflinks/,2670,"Two Colour Blue Enamel & Gold Oval Cufflinks",1500,838D,"A good pair of 18ct gold cufflinks made by the modern firm Faberge. It specialises in good quality reproductions of Faberge pieces and these cufflinks are a modern take on the earlier version of 1900. They are well enamelled in the guilloche style, which basically means that the enamel is transparent to reveal the engraving beneath. They are set with a diamond in each one.",simple,0,"Men's Jewellery>Cufflinks","Modern (1960s onwards)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/gold-owl-cufflinks/,2677,"Gold Owl Cufflinks",850,811D,"For any owl lovers out there these are a charming pair of cufflinks which have an owl motif. They were made circa 1930 and have bloodstone ends.",simple,0,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",available,,
20130718,http://www.antiquejewellerycompany.com/shop/coral-18ct-gold-art-deco-cufflinks/,2681,"French Coral 18ct Gold Art Deco Cufflinks",2250,816D,"A really good pair of 18ct gold French Art Deco cufflinks which were made in the 1920s. They have small sections of black enamel on each corner and are beautifully designed. Cufflinks such as these are very sought after as they are in short supply.",simple,0,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/silver-semi-precious-stone-eggs-bracelet/,2684,"Silver & Semi Precious Stone Eggs Bracelet",1275,791D,"A silver bracelet which has 13 eggs attached. They are all different, some are of Russian origin. They are made of rock crystal, rose quartz, lapis, crysoprase, amethyst and other stones. It is a great look.",simple,0,"Bracelets &amp; Bangles","Art Deco (1920-1935)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/9ct-gold-victorian-bracelet-set-with-turquoise/,2688,"9ct Gold Victorian Bracelet Set with Turquoise",800,748D,"A pretty 9ct gold Victorian bracelet set with turquoise in a knotty pattern which looks very good on the wrist. It was made circa 1890.",,0,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130217,http://www.antiquejewellerycompany.com/shop/18ct-gold-diamond-articulated-bracelet/,2694,"18ct Gold & Diamond Articulated Bracelet",1800,832D,"A well made 18ct gold bracelet which is really smart. It is set with a small diamond in each section. It was made in the 1970s.",simple,0,"Bracelets &amp; Bangles","Modern (1960s onwards)",sold,,
20130807,http://www.antiquejewellerycompany.com/shop/austrian-silver-art-nouveau-bracelet/,2699,"Austrian Silver Art Nouveau Bracelet",475,818D,"A very stylish silver bracelet which is composed of intersecting leaves which are reminiscent of Wiener Werkstatte designs by Otto Czeska. It was made circa 1910-20. There is a matching necklace <a href=""http://antiquejewellerycompany.com/jewellery/austrian-silver-art-nouveau-necklace/"">here</a>.",simple,0,"Bracelets &amp; Bangles","Art Nouveau (1890-1915)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/green-crysoprase-14ct-gold-art-deco-bracelet/,2703,"Green Crysoprase 14ct Gold Art Deco Bracelet",1500,809D,"A striking Art Deco bracelet which is well designed, with engraved gold sections set with green crysoprase plaques,. It was made circa 1925.",simple,0,"Bracelets &amp; Bangles","Art Deco (1920-1935)",available,,
20130217,http://www.antiquejewellerycompany.com/shop/jade-18ct-gold-drop-earrings/,2710,"Jade 18ct Gold Drop Earrings",975,802D,"A pair of carved jade earrings made circa 1925. They are in good condition and are carved on both sides with leaf motifs.",simple,0,Earrings,"Art Deco (1920-1935)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/natural-split-pearl-victorian-flower-drop-earrings/,2714,"Natural Split Pearl Victorian Flower Drop Earrings",675,833D,"A really pretty pair of late Victorian pearl flower drop earrings. They are in lovely condition. None of the pearls are discoloured. They are set in 9ct gold.",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130217,http://www.antiquejewellerycompany.com/shop/diamond-art-deco-style-drop-earrings/,2718,"Diamond Art Deco Style Drop Earrings",975,834D,"These earrings are second hand, so not original Art Deco, but they are very stylish on the ear. They are studded with small diamonds and are 18ct white gold.",simple,0,Earrings,"Modern (1960s onwards)",sold,,
20130217,http://www.antiquejewellerycompany.com/shop/victorian-gold-hoop-drop-earrings/,2723,"Victorian Gold Hoop Drop Earrings",675,830D,"A good quality pair of 15ct gold drop Victorian earrings in the form of a double hoop. The surface has been engraved with flowers. These earrings are becoming increasingly hard to find in good condition.",,0,Earrings,"Victorian (1839-1901)",sold,"Victorian (1839 -1901)",
20130217,http://www.antiquejewellerycompany.com/shop/bloodstone-15ct-gold-signet-ring/,2727,"Bloodstone 15ct Gold Signet Ring",525,782D,"A most unusual version of a signet ring. The gold design is clever with inverted sections. It is 15ct gold and set with a lozenge shape bloodstone.",,0,"Seals &amp; Signet Rings","Victorian (1839-1901)",available,"Victorian (1839 -1901)",
20130217,http://www.antiquejewellerycompany.com/shop/sapphire-diamond-half-eternity-ring/,2733,"Sapphire & Diamond Half Eternity Ring",1275,786D,"This 18ct white gold ring is modern but sits well alongside Antique jewellery. Therer is an interesting contrast between the baguette cut diamonds and brilliant cut sapphires.",simple,0,"Rings>Eternity &amp; Swivel Rings","Modern (1960s onwards)",sold,,"UK O, US 7, French 55 ¼, Japanese 14"
20130217,http://www.antiquejewellerycompany.com/shop/large-victorian-diamond-cluster-ring/,2740,"Large Victorian Diamond Cluster Ring",3750,776D,"A stunning Victorian diamond cluster ring, circa 1880. The diamonds are set in 18ct yellow gold. They are old mine cut stones mixed with some small rose diamonds. An incredibly comfortable, striking ring to wear. ",simple,0,"Rings>Engagement Rings","Victorian (1839-1901)",available,1,"UK N, US 6 ½, French 54, Japanese 13"
